;num_cli;connexion_mois;source_web;typ_client;montant_credit;anciennete;utilisation_credit;logmt;sitfam;dept;tr_age;revfyr;assurance
29093;29094;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;NR;Poitou-Charentes;26-35 ans;manquant;?
29105;29106;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;36-45 ans;manquant;?
29109;29110;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;manquant;?
29118;29119;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1500 a 1999;?
29122;29123;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Haute-Normandie;>66;1000 a 1499;?
29124;29125;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;1500 a 1999;?
29129;29130;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;26-35 ans;manquant;?
29131;29132;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;26-35 ans;1000 a 1499;?
29135;29136;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;18-25 ans;< 1000;?
29142;29143;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Lorraine;56-65 ans;manquant;?
29146;29147;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bourgogne;26-35 ans;1000 a 1499;?
29155;29156;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;46-55 ans;2000 a 2999;?
29195;29196;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;46-55 ans;1000 a 1499;?
29221;29222;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;26-35 ans;2000 a 2999;?
29224;29225;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Midi-Pyrenees;46-55 ans;1000 a 1499;?
29227;29228;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Franche-Comte;26-35 ans;1500 a 1999;?
29271;29272;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;36-45 ans;manquant;?
29281;29282;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;manquant;?
29305;29306;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;26-35 ans;manquant;?
29310;29311;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;36-45 ans;< 1000;?
29325;29326;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Provence-Alpes-Côte-Azur;36-45 ans;manquant;?
29333;29334;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;manquant;?
29346;29347;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Picardie;46-55 ans;1000 a 1499;?
29358;29359;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;56-65 ans;manquant;?
29437;29438;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;56-65 ans;< 1000;?
29475;29476;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;36-45 ans;manquant;?
29477;29478;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;>66;1500 a 1999;?
29484;29485;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;56-65 ans;>4000;?
29487;29488;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
29491;29492;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Franche-Comte;26-35 ans;2000 a 2999;?
29519;29520;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;26-35 ans;1000 a 1499;?
29520;29521;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;36-45 ans;manquant;?
29522;29523;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Languedoc-Roussillon;56-65 ans;< 1000;?
29533;29534;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;26-35 ans;manquant;?
29536;29537;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Franche-Comte;>66;2000 a 2999;?
29542;29543;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;46-55 ans;1000 a 1499;?
29549;29550;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Champagne-Ardenne;46-55 ans;1000 a 1499;?
29560;29561;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;46-55 ans;1500 a 1999;?
29589;29590;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Lorraine;18-25 ans;1000 a 1499;?
29600;29601;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Rhône-Alpes;46-55 ans;3000 a 3999;?
29601;29602;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;2000 a 2999;?
29604;29605;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;36-45 ans;2000 a 2999;?
29622;29623;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Franche-Comte;36-45 ans;2000 a 2999;?
29629;29630;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;>66;1500 a 1999;?
29633;29634;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;< 1000;?
29637;29638;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Limousin;56-65 ans;manquant;?
29648;29649;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Lorraine;26-35 ans;1000 a 1499;?
29673;29674;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;36-45 ans;2000 a 2999;?
29680;29681;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Auvergne;46-55 ans;manquant;?
29686;29687;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;36-45 ans;2000 a 2999;?
29697;29698;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bourgogne;46-55 ans;>4000;?
29727;29728;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Languedoc-Roussillon;36-45 ans;2000 a 2999;?
29730;29731;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Poitou-Charentes;56-65 ans;3000 a 3999;?
29745;29746;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Limousin;36-45 ans;< 1000;?
29763;29764;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;26-35 ans;1000 a 1499;?
29772;29773;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;36-45 ans;1000 a 1499;?
29803;29804;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;26-35 ans;2000 a 2999;?
29823;29824;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;18-25 ans;2000 a 2999;?
29855;29856;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Picardie;26-35 ans;1500 a 1999;?
29907;29908;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Rhône-Alpes;36-45 ans;manquant;?
29915;29916;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;18-25 ans;< 1000;?
29936;29937;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Auvergne;36-45 ans;1000 a 1499;?
29943;29944;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;18-25 ans;1500 a 1999;?
29951;29952;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Auvergne;26-35 ans;manquant;?
29964;29965;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Limousin;56-65 ans;1000 a 1499;?
29978;29979;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bourgogne;26-35 ans;< 1000;?
30001;30002;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;46-55 ans;3000 a 3999;?
30007;30008;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;>66;2000 a 2999;?
30013;30014;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Haute-Normandie;46-55 ans;1000 a 1499;?
30017;30018;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Aquitaine;46-55 ans;>4000;?
30029;30030;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Auvergne;36-45 ans;1500 a 1999;?
30030;30031;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Corse;36-45 ans;< 1000;?
30057;30058;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;26-35 ans;manquant;?
30058;30059;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Pays de Loire;56-65 ans;3000 a 3999;?
30087;30088;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Champagne-Ardenne;46-55 ans;1000 a 1499;?
30092;30093;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;manquant;?
30131;30132;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Picardie;46-55 ans;manquant;?
30134;30135;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;26-35 ans;< 1000;?
30154;30155;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Limousin;46-55 ans;3000 a 3999;?
30156;30157;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Franche-Comte;36-45 ans;1000 a 1499;?
30161;30162;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;manquant;?
30170;30171;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;1000 a 1499;?
30180;30181;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Alsace;26-35 ans;manquant;?
30197;30198;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;>66;1000 a 1499;?
30213;30214;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;26-35 ans;1000 a 1499;?
30231;30232;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;>66;manquant;?
30240;30241;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;46-55 ans;2000 a 2999;?
30270;30271;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;< 1000;?
30279;30280;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;46-55 ans;1000 a 1499;?
30288;30289;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;18-25 ans;2000 a 2999;?
30295;30296;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;26-35 ans;1000 a 1499;?
30323;30324;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;26-35 ans;2000 a 2999;?
30335;30336;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;36-45 ans;2000 a 2999;?
30354;30355;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
30358;30359;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Champagne-Ardenne;56-65 ans;< 1000;?
30386;30387;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;26-35 ans;manquant;?
30390;30391;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;26-35 ans;manquant;?
30396;30397;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
30399;30400;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Picardie;26-35 ans;>4000;?
30407;30408;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;46-55 ans;2000 a 2999;?
30433;30434;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;56-65 ans;>4000;?
30457;30458;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;18-25 ans;1000 a 1499;?
30485;30486;>11;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Aquitaine;36-45 ans;1000 a 1499;?
30488;30489;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bretagne;26-35 ans;manquant;?
30507;30508;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;46-55 ans;manquant;?
30508;30509;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;manquant;?
30517;30518;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Centre;56-65 ans;manquant;?
30519;30520;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;26-35 ans;1500 a 1999;?
30532;30533;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Poitou-Charentes;26-35 ans;manquant;?
30540;30541;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;18-25 ans;2000 a 2999;?
30543;30544;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;36-45 ans;1500 a 1999;?
30548;30549;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Basse-Normandie;36-45 ans;< 1000;?
30566;30567;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;36-45 ans;3000 a 3999;?
30577;30578;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;46-55 ans;2000 a 2999;?
30582;30583;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;46-55 ans;3000 a 3999;?
30584;30585;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;46-55 ans;manquant;?
30601;30602;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;ile-de-France;26-35 ans;2000 a 2999;?
30604;30605;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;>66;2000 a 2999;?
30642;30643;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;18-25 ans;1000 a 1499;?
30656;30657;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Nord-Pas-de-Calais;56-65 ans;>4000;?
30678;30679;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;36-45 ans;manquant;?
30681;30682;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;36-45 ans;2000 a 2999;?
30685;30686;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;18-25 ans;1000 a 1499;?
30690;30691;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;manquant;?
30691;30692;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Champagne-Ardenne;36-45 ans;1500 a 1999;?
30692;30693;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1500 a 1999;?
30694;30695;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;2000 a 2999;?
30707;30708;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;56-65 ans;1500 a 1999;?
30708;30709;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;46-55 ans;1500 a 1999;?
30719;30720;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;26-35 ans;1000 a 1499;?
30720;30721;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Nord-Pas-de-Calais;46-55 ans;manquant;?
30725;30726;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Midi-Pyrenees;46-55 ans;1000 a 1499;?
30741;30742;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;36-45 ans;< 1000;?
30747;30748;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;46-55 ans;3000 a 3999;?
30751;30752;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Picardie;26-35 ans;3000 a 3999;?
30753;30754;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Franche-Comte;36-45 ans;1500 a 1999;?
30767;30768;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Haute-Normandie;26-35 ans;2000 a 2999;?
30768;30769;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;36-45 ans;1000 a 1499;?
30774;30775;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;26-35 ans;1000 a 1499;?
30776;30777;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;36-45 ans;3000 a 3999;?
30783;30784;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;46-55 ans;manquant;?
30795;30796;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Lorraine;26-35 ans;< 1000;?
30807;30808;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;36-45 ans;3000 a 3999;?
30844;30845;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;46-55 ans;manquant;?
30845;30846;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;36-45 ans;1500 a 1999;?
30853;30854;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;46-55 ans;3000 a 3999;?
30854;30855;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;26-35 ans;1000 a 1499;?
30869;30870;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;56-65 ans;2000 a 2999;?
30878;30879;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Champagne-Ardenne;36-45 ans;1000 a 1499;?
30884;30885;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;26-35 ans;manquant;?
30910;30911;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Basse-Normandie;26-35 ans;2000 a 2999;?
30916;30917;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;manquant;?
30919;30920;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Champagne-Ardenne;36-45 ans;manquant;?
